pop,scenario,date,covid_region,persons_above65_first_vaccinated_perc
114266,continued_trend,2021-02-23,4,0.286881446410903
114266,continued_trend,2021-02-24,4,0.29434871963891
114266,continued_trend,2021-02-25,4,0.301815992866901
114266,continued_trend,2021-02-26,4,0.309283266094908
114266,continued_trend,2021-02-27,4,0.316750539322899
114266,continued_trend,2021-02-28,4,0.324217812550906
114266,continued_trend,2021-03-01,4,0.331685085778897
114266,continued_trend,2021-03-02,4,0.339152359006905
114266,continued_trend,2021-03-03,4,0.346619632234896
114266,continued_trend,2021-03-04,4,0.354086905462903
114266,continued_trend,2021-03-05,4,0.361554178690894
114266,continued_trend,2021-03-06,4,0.369021451918901
114266,continued_trend,2021-03-07,4,0.376488725146892
114266,continued_trend,2021-03-08,4,0.383955998374899
114266,continued_trend,2021-03-09,4,0.39142327160289
114266,continued_trend,2021-03-10,4,0.398890544830897
114266,continued_trend,2021-03-11,4,0.406357818058888
114266,continued_trend,2021-03-12,4,0.413825091286879
114266,continued_trend,2021-03-13,4,0.421292364514887
114266,continued_trend,2021-03-14,4,0.428759637742878
114266,continued_trend,2021-03-15,4,0.436226910970885
114266,continued_trend,2021-03-16,4,0.443694184198876
114266,continued_trend,2021-03-17,4,0.451161457426883
114266,continued_trend,2021-03-18,4,0.458628730654874
114266,continued_trend,2021-03-19,4,0.466096003882881
114266,continued_trend,2021-03-20,4,0.473563277110872
114266,continued_trend,2021-03-21,4,0.48103055033888
114266,continued_trend,2021-03-22,4,0.488497823566871
114266,continued_trend,2021-03-23,4,0.495965096794878
114266,continued_trend,2021-03-24,4,0.503432370022869
114266,continued_trend,2021-03-25,4,0.510899643250876
114266,continued_trend,2021-03-26,4,0.518366916478867
114266,continued_trend,2021-03-27,4,0.525834189706874
114266,continued_trend,2021-03-28,4,0.533301462934865
114266,continued_trend,2021-03-29,4,0.540768736162872
114266,continued_trend,2021-03-30,4,0.548236009390863
114266,continued_trend,2021-03-31,4,0.555703282618871
114266,continued_trend,2021-04-01,4,0.563170555846862
114266,continued_trend,2021-04-02,4,0.570637829074869
114266,continued_trend,2021-04-03,4,0.57810510230286
114266,continued_trend,2021-04-04,4,0.585572375530867
114266,continued_trend,2021-04-05,4,0.593039648758858
114266,continued_trend,2021-04-06,4,0.600506921986865
114266,continued_trend,2021-04-07,4,0.607974195214856
114266,continued_trend,2021-04-08,4,0.615441468442864
114266,continued_trend,2021-04-09,4,0.622908741670855
114266,continued_trend,2021-04-10,4,0.630376014898862
114266,continued_trend,2021-04-11,4,0.637843288126853
114266,continued_trend,2021-04-12,4,0.64531056135486
114266,continued_trend,2021-04-13,4,0.652777834582851
114266,continued_trend,2021-04-14,4,0.660245107810858
114266,continued_trend,2021-04-15,4,0.667712381038849
114266,continued_trend,2021-04-16,4,0.675179654266857
114266,continued_trend,2021-04-17,4,0.682646927494847
114266,continued_trend,2021-04-18,4,0.690114200722855
114266,continued_trend,2021-04-19,4,0.697581473950846
114266,continued_trend,2021-04-20,4,0.705048747178853
114266,continued_trend,2021-04-21,4,0.712516020406844
114266,continued_trend,2021-04-22,4,0.719983293634851
114266,continued_trend,2021-04-23,4,0.727450566862842
114266,continued_trend,2021-04-24,4,0.734917840090849
114266,continued_trend,2021-04-25,4,0.74238511331884
114266,continued_trend,2021-04-26,4,0.749852386546848
114266,continued_trend,2021-04-27,4,0.757319659774839
114266,continued_trend,2021-04-28,4,0.764786933002846
114266,continued_trend,2021-04-29,4,0.772254206230837
114266,continued_trend,2021-04-30,4,0.779721479458844
114266,continued_trend,2021-05-01,4,0.787188752686835
114266,continued_trend,2021-05-02,4,0.794656025914842
114266,continued_trend,2021-05-03,4,0.802123299142833
114266,continued_trend,2021-05-04,4,0.80959057237084
114266,continued_trend,2021-05-05,4,0.817057845598831
114266,continued_trend,2021-05-06,4,0.824525118826839
114266,continued_trend,2021-05-07,4,0.83199239205483
114266,continued_trend,2021-05-08,4,0.839459665282837
114266,continued_trend,2021-05-09,4,0.846926938510828
114266,continued_trend,2021-05-10,4,0.854394211738835
114266,continued_trend,2021-05-11,4,0.861861484966826
114266,continued_trend,2021-05-12,4,0.869328758194833
114266,continued_trend,2021-05-13,4,0.876796031422824
114266,continued_trend,2021-05-14,4,0.884263304650832
114266,continued_trend,2021-05-15,4,0.891730577878823
114266,continued_trend,2021-05-16,4,0.899197851106814
