date,persons_first_vaccinated,model,covid_region,scenario,pop,persons_first_vaccinated_raw,persons_first_vaccinated_perc,remaining_susceptible,daily_first_vacc,daily_first_vacc_perc
2021-12-02,1031121.52705215,predicted,8,stagnating_trend,1455324,1031121.52705215,0.708516816222467,424202.472947855,1385.26480269991,0.00326557455705873
2021-12-03,1032502.2828937,predicted,8,stagnating_trend,1455324,1032502.2828937,0.709465578038773,422821.7171063,1380.75584155414,0.00326557455705855
2021-12-04,1033878.54445053,predicted,8,stagnating_trend,1455324,1033878.54445053,0.710411251687274,421445.45554947,1376.26155683037,0.00326557455705873
2021-12-05,1035250.32635129,predicted,8,stagnating_trend,1455324,1035250.32635129,0.711353847219786,420073.673648713,1371.78190075734,0.00326557455705852
2021-12-06,1036617.64317701,predicted,8,stagnating_trend,1455324,1036617.64317701,0.712293374655408,418706.356822993,1367.3168257199,0.00326557455705868
2021-12-07,1037980.50946126,predicted,8,stagnating_trend,1455324,1037980.50946126,0.713229843980629,417343.490538735,1362.86628425738,0.00326557455705875
2021-12-08,1039338.93969033,predicted,8,stagnating_trend,1455324,1039338.93969033,0.71416326514943,415985.060309672,1358.43022906373,0.00326557455705854
2021-12-09,1040692.94830332,predicted,8,stagnating_trend,1455324,1040692.94830332,0.715093648083393,414631.051696685,1354.00861298712,0.00326557455705855
2021-12-10,1042042.54969234,predicted,8,stagnating_trend,1455324,1042042.54969234,0.716021002671807,413281.450307656,1349.60138902895,0.00326557455705857
2021-12-11,1043387.75820269,predicted,8,stagnating_trend,1455324,1043387.75820269,0.716945338771771,411936.241797312,1345.20851034368,0.0032655745570587
2021-12-12,1044728.58813293,predicted,8,stagnating_trend,1455324,1044728.58813293,0.717866666208299,410595.411867074,1340.82993023808,0.00326557455705851
2021-12-13,1046065.0537351,predicted,8,stagnating_trend,1455324,1046065.0537351,0.718784994774427,409258.946264903,1336.46560217126,0.00326557455705855
2021-12-14,1047397.16921485,predicted,8,stagnating_trend,1455324,1047397.16921485,0.719700334231313,407926.830785149,1332.11547975359,0.00326557455705873
2021-12-15,1048724.9487316,predicted,8,stagnating_trend,1455324,1048724.9487316,0.720612694308345,406599.051268403,1327.77951674629,0.00326557455705867
2021-12-16,1050048.40639866,predicted,8,stagnating_trend,1455324,1050048.40639866,0.72152208470324,405275.593601341,1323.45766706136,0.0032655745570586
2021-12-17,1051367.55628342,predicted,8,stagnating_trend,1455324,1051367.55628342,0.722428515082153,403956.443716581,1319.14988476085,0.00326557455705886
2021-12-18,1052682.41240748,predicted,8,stagnating_trend,1455324,1052682.41240748,0.723331995079773,402641.587592525,1314.8561240558,0.00326557455705854
2021-12-19,1053992.98874678,predicted,8,stagnating_trend,1455324,1053992.98874678,0.724232534299429,401331.011253218,1310.57633930701,0.00326557455705836
2021-12-20,1055299.29923181,predicted,8,stagnating_trend,1455324,1055299.29923181,0.725130142313193,400024.700768194,1306.31048502354,0.00326557455705846
2021-12-21,1056601.35774767,predicted,8,stagnating_trend,1455324,1056601.35774767,0.726024828661981,398722.642252332,1302.05851586233,0.00326557455705844
2021-12-22,1057899.1781343,predicted,8,stagnating_trend,1455324,1057899.1781343,0.72691660285565,397424.821865704,1297.82038662815,0.00326557455705852
2021-12-23,1059192.77418657,predicted,8,stagnating_trend,1455324,1059192.77418657,0.727805474373108,396131.225813431,1293.59605227271,0.00326557455705844
2021-12-24,1060482.15965446,predicted,8,stagnating_trend,1455324,1060482.15965446,0.728691452662406,394841.840345536,1289.38546789461,0.00326557455705868
2021-12-25,1061767.3482432,predicted,8,stagnating_trend,1455324,1061767.3482432,0.729574547140844,393556.651756798,1285.18858873821,0.00326557455705869
2021-12-26,1063048.3536134,predicted,8,stagnating_trend,1455324,1063048.3536134,0.730454767195068,392275.646386604,1281.00537019386,0.00326557455705872
