FrameworkVersion,"1.0.176.23","clorton (CMS/Main/framework)"
sampletimes,0,1.01694915254237,2.03389830508475,3.05084745762712,4.06779661016949,5.08474576271186,6.10169491525424,7.11864406779661,8.13559322033898,9.15254237288136,10.1694915254237,11.1864406779661,12.2033898305085,13.2203389830508,14.2372881355932,15.2542372881356,16.271186440678,17.2881355932203,18.3050847457627,19.3220338983051,20.3389830508475,21.3559322033898,22.3728813559322,23.3898305084746,24.4067796610169,25.4237288135593,26.4406779661017,27.4576271186441,28.4745762711864,29.4915254237288,30.5084745762712,31.5254237288136,32.5423728813559,33.5593220338983,34.5762711864407,35.5932203389831,36.6101694915254,37.6271186440678,38.6440677966102,39.6610169491525,40.6779661016949,41.6949152542373,42.7118644067797,43.728813559322,44.7457627118644,45.7627118644068,46.7796610169492,47.7966101694915,48.8135593220339,49.8305084745763,50.8474576271186,51.864406779661,52.8813559322034,53.8983050847458,54.9152542372881,55.9322033898305,56.9491525423729,57.9661016949153,58.9830508474576,60
susceptible_Cook{0},5223719,5223717,5223717,5223717,5223717,5223714,5223707,5223701,5223696,5223691,5223671,5223662,5223643,5223628,5223589,5223532,5223493,5223426,5223353,5223248,5223102,5222912,5222656,5222212,5221795,5221268,5220568,5219647,5218450,5216765,5214663,5211925,5208420,5203855,5194230,5185379,5173780,5158433,5138592,5112629,5078211,5056781,5004093,4935008,4842417,4716982,4638222,4434389,4302036,3944306,3694770,3384920,3013198,2568873,2043040,2043040,1430374,748274,748274,334736
susceptible_Cook{1},5223719,5223719,5223718,5223718,5223717,5223717,5223716,5223715,5223715,5223715,5223712,5223709,5223703,5223696,5223692,5223690,5223683,5223679,5223670,5223656,5223645,5223627,5223603,5223578,5223522,5223470,5223401,5223277,5223113,5222877,5222612,5222247,5221769,5221098,5220190,5219007,5217358,5215205,5212445,5208689,5203714,5196979,5188091,5176445,5160835,5140063,5112521,5076379,5029188,4966512,4885420,4779401,4643766,4471904,4255875,3992319,3677546,3313960,2905929,2468695
susceptible_Cook{2},5223719,5223718,5223717,5223716,5223714,5223713,5223711,5223706,5223702,5223697,5223691,5223687,5223677,5223667,5223651,5223618,5223577,5223539,5223472,5223391,5223282,5223108,5222893,5222594,5222216,5221673,5220959,5220052,5218725,5217062,5214722,5211658,5207800,5202511,5195624,5186294,5174184,5157687,5135921,5107580,5069614,5020128,4954616,4869647,4759427,4618275,4439308,4217499,3945767,3622176,3250012,2837448,2399167,1957789,1537421,1158153,837637,583270,393206,257910
susceptible_Cook{3},5223719,5223718,5223716,5223713,5223712,5223710,5223709,5223699,5223698,5223689,5223678,5223672,5223650,5223636,5223606,5223569,5223507,5223481,5223372,5223331,5223194,5223029,5222825,5222544,5222198,5221719,5221122,5220313,5219238,5217811,5215959,5213618,5210666,5206682,5201445,5194554,5185501,5173659,5158230,5138015,5111828,5077099,5031323,4971028,4890690,4840760,4714808,4542406,4431413,4139062,3940528,3689340,3378597,3004896,2560403,2031566,2031566,1417692,733789,466139
susceptible_Cook{4},5223719,5223718,5223717,5223717,5223714,5223713,5223710,5223708,5223703,5223700,5223694,5223689,5223686,5223680,5223664,5223656,5223639,5223621,5223563,5223526,5223475,5223399,5223313,5223196,5223044,5222850,5222561,5222206,5221777,5221210,5220480,5219510,5217589,5215726,5213439,5210370,5206514,5201480,5194627,5185734,5174179,5159344,5140032,5114319,5080698,5036305,4977485,4898317,4849206,4725578,4556821,4448590,4162374,3970336,3725624,3421325,3057045,2622573,2106239,1501961
susceptible_Cook{5},5223719,5223718,5223718,5223718,5223718,5223718,5223717,5223717,5223713,5223712,5223711,5223711,5223709,5223709,5223705,5223698,5223692,5223679,5223675,5223670,5223652,5223630,5223598,5223566,5223505,5223456,5223334,5223192,5223005,5222780,5222453,5222085,5221576,5220826,5219888,5218558,5216746,5214426,5211279,5207210,5201615,5194122,5184364,5171340,5154141,5131371,5100752,5060753,5008141,4939196,4849641,4734439,4586189,4399661,4168372,3887345,3554034,3173753,2755015,2313894
susceptible_Cook{6},5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719
susceptible_Cook{7},5223719,5223718,5223716,5223714,5223712,5223711,5223710,5223708,5223703,5223694,5223686,5223671,5223658,5223641,5223623,5223581,5223548,5223514,5223467,5223380,5223268,5223121,5222937,5222728,5222474,5222122,5221628,5220986,5219660,5218417,5216856,5214803,5212146,5208731,5204263,5198404,5190902,5180717,5167486,5150382,5127690,5098002,5058816,5007382,4939245,4848760,4791827,4647490,4446370,4316521,3965194,3717194,3411527,3043852,2605548,2086158,2086158,1479039,1479039,799966
susceptible_Cook{8},5223719,5223718,5223718,5223718,5223718,5223716,5223715,5223715,5223712,5223705,5223695,5223687,5223680,5223664,5223638,5223615,5223581,5223546,5223504,5223426,5223336,5223214,5223042,5222809,5222542,5222119,5221610,5220909,5220006,5218827,5217233,5215110,5212324,5208538,5203413,5196573,5187458,5175385,5159396,5138304,5110257,5073287,5024490,4960686,4877777,4770848,4633373,4458873,4240961,3973700,3654948,3286174,2876169,2439200,1997053,1573366,1188703,863883,604331,408699
susceptible_Cook{9},5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719,5223719
exposed_Cook{0},0,2,2,2,2,4,10,12,17,19,34,33,48,57,79,115,146,193,233,300,395,521,716,1003,1284,1620,2077,2682,3435,4560,5916,7736,9998,12951,19266,25024,32540,42621,55478,72195,94273,108205,142431,186719,245908,325468,374719,501847,583387,799561,945245,1121308,1323454,1549945,1789103,1789103,2014088,2147217,2147217,1970074
exposed_Cook{1},0,0,1,1,2,2,3,4,4,4,6,8,11,17,20,21,26,27,32,42,49,57,71,82,124,150,189,271,368,528,688,917,1230,1695,2305,3086,4157,5575,7367,9781,13063,17473,23334,30896,41081,54495,72367,95766,126104,166589,218163,285883,371476,478209,610875,769424,952284,1154719,1369046,1579210
exposed_Cook{2},0,1,1,2,4,4,6,10,11,15,19,22,30,35,43,66,98,118,162,212,283,401,530,746,1001,1362,1827,2418,3296,4380,5958,8041,10563,13985,18389,24508,32272,42919,57240,75526,100291,132237,174147,228508,298374,387103,498828,633628,795639,983232,1189129,1403725,1610560,1790570,1925190,2002457,2014262,1962746,1858787,1719134
exposed_Cook{3},0,1,3,6,5,6,6,14,13,18,28,29,47,57,74,107,140,156,228,245,346,460,590,788,1002,1323,1709,2216,2903,3839,5076,6624,8505,11081,14477,18908,24806,32527,42568,55776,72703,95235,124920,163687,215122,246926,326992,435187,504473,682843,801898,948687,1124966,1328878,1553503,1794638,1794638,2017527,2147834,2069073
exposed_Cook{4},0,1,2,2,5,4,6,6,11,12,17,22,20,21,32,38,45,59,106,129,158,212,261,339,443,562,763,1005,1288,1656,2134,2786,4002,5262,6692,8732,11230,14430,18883,24698,32326,41984,54399,71175,92894,121606,159229,209979,241267,320107,426223,493750,669132,783611,927607,1102042,1301774,1524173,1762714,1993516
exposed_Cook{5},0,1,1,1,1,0,1,1,5,6,7,7,9,5,9,14,17,29,31,33,46,56,72,91,128,159,241,334,460,605,837,1065,1381,1879,2486,3337,4533,6039,8081,10699,14393,19283,25667,34050,45176,59786,79827,105534,139549,184075,241491,314263,407466,523011,663337,829816,1021416,1229359,1443279,1647585
exposed_Cook{6},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exposed_Cook{7},0,1,3,4,6,7,6,6,10,17,20,33,42,50,66,95,121,140,160,216,289,391,520,662,818,1040,1364,1794,2642,3490,4504,5843,7621,9831,12740,16578,21324,27971,36666,47634,62361,81647,107088,140404,184243,241627,277776,368879,494776,574633,786054,932574,1106679,1308579,1532923,1771443,1771443,1999819,1999819,2144481
exposed_Cook{8},0,1,1,1,1,3,4,3,5,8,16,18,21,32,52,70,91,111,140,194,256,326,432,585,763,1030,1359,1832,2449,3236,4255,5612,7424,9882,13190,17650,23613,31499,41807,55484,73697,97577,129107,170324,223634,291307,377501,485982,619316,779094,964629,1169861,1384071,1592774,1776139,1915339,1998393,2014361,1967962,1868752
exposed_Cook{9},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infectious_Cook{0},1,1,1,1,1,2,3,7,7,10,14,23,27,31,46,63,66,80,104,131,175,231,281,417,524,684,882,1148,1516,1988,2602,3331,4342,5653,8373,10917,14315,18629,24302,31852,41982,48136,63152,83245,110432,147856,171787,233740,274591,388167,471195,577424,710874,879993,1099183,1099183,1388028,1780042,1780042,2154188
infectious_Cook{1},1,1,1,1,1,1,1,1,1,1,2,3,5,6,5,6,7,7,11,13,15,24,34,45,57,76,100,136,190,251,343,448,576,748,992,1329,1802,2418,3224,4349,5730,7617,10084,13422,17858,23934,31790,42193,55936,74074,98227,129324,170076,222802,290025,373975,479008,605639,756461,929919
infectious_Cook{2},1,1,2,2,2,3,3,4,7,8,9,9,9,13,21,31,38,54,73,95,128,174,249,326,434,590,808,1065,1442,1924,2543,3328,4427,5943,7968,10569,14154,18889,24967,33199,44034,58342,77598,102439,135363,177905,232211,302270,390189,498462,628863,781931,958251,1152436,1359173,1567787,1770767,1958074,2122311,2257747
infectious_Cook{3},1,1,1,1,3,3,4,5,7,11,9,14,16,20,32,35,57,66,97,120,150,196,260,329,449,575,752,992,1319,1720,2207,2844,3723,4897,6409,8419,10999,14382,18783,24461,32080,42037,55218,72828,96251,111075,148258,200265,234252,326067,389676,473052,579671,713279,884229,1104241,1104241,1395844,1791095,2017778
infectious_Cook{4},1,1,1,1,1,3,4,6,5,6,5,3,8,12,17,16,26,30,39,52,70,87,115,147,186,255,334,421,545,708,917,1169,1743,2232,2930,3743,4845,6340,8325,10831,14028,18265,23873,31160,40968,53726,71161,94427,108942,145184,196036,229085,318716,380919,461328,564027,693376,858618,1071920,1351230
infectious_Cook{5},1,0,0,0,0,1,1,1,1,1,1,1,0,4,4,6,9,9,11,13,17,27,43,53,71,84,114,152,205,269,347,467,620,826,1100,1512,2018,2680,3583,4758,6281,8456,11189,14952,19897,26596,35168,46915,62081,81955,107982,142390,187046,244558,317750,409144,521329,656430,814643,994098
infectious_Cook{6},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infectious_Cook{7},1,1,1,2,2,2,4,6,7,8,13,13,17,26,28,36,39,53,79,102,133,170,212,262,346,453,590,775,1157,1480,1939,2521,3239,4239,5507,7159,9430,12350,16023,21124,27589,36063,47320,62077,81900,108825,125725,169214,230126,270480,383148,464274,568791,699225,866224,1081130,1081130,1364605,1364605,1747895
