FrameworkVersion,"1.0.176.23","clorton (CMS/Main/framework)"
sampletimes,0,1.01694915254237,2.03389830508475,3.05084745762712,4.06779661016949,5.08474576271186,6.10169491525424,7.11864406779661,8.13559322033898,9.15254237288136,10.1694915254237,11.1864406779661,12.2033898305085,13.2203389830508,14.2372881355932,15.2542372881356,16.271186440678,17.2881355932203,18.3050847457627,19.3220338983051,20.3389830508475,21.3559322033898,22.3728813559322,23.3898305084746,24.4067796610169,25.4237288135593,26.4406779661017,27.4576271186441,28.4745762711864,29.4915254237288,30.5084745762712,31.5254237288136,32.5423728813559,33.5593220338983,34.5762711864407,35.5932203389831,36.6101694915254,37.6271186440678,38.6440677966102,39.6610169491525,40.6779661016949,41.6949152542373,42.7118644067797,43.728813559322,44.7457627118644,45.7627118644068,46.7796610169492,47.7966101694915,48.8135593220339,49.8305084745763,50.8474576271186,51.864406779661,52.8813559322034,53.8983050847458,54.9152542372881,55.9322033898305,56.9491525423729,57.9661016949153,58.9830508474576,60
susceptible{0},360980,360972,360964,360945,360938,360924,360899,360873,360841,360787,360733,360651,360544,360384,360190,359919,359555,359060,358421,357556,356360,354769,352763,350096,346713,342092,336056,328418,318365,305708,290170,271557,249611,224582,197410,169026,140565,113491,89480,68730,51820,38580,28408,20883,15501,11505,8592,6550,5083,3977,3167,2563,2132,1757,1496,1257,1087,956,855,760
susceptible{1},360980,360980,360972,360966,360961,360959,360947,360931,360905,360871,360832,360772,360706,360595,360472,360303,360088,359778,359364,358794,358037,357033,355803,354024,351735,348555,344521,339316,332670,323831,312776,299109,282093,261692,238369,212229,184060,155323,127324,101179,78824,59864,44755,33064,24465,17951,13284,9940,7478,5698,4440,3502,2808,2353,1933,1627,1388,1194,1047,923
susceptible{2},360980,360977,360972,360965,360955,360941,360925,360909,360890,360867,360825,360772,360700,360623,360519,360376,360166,359889,359494,359066,358448,357619,356469,355031,353105,350569,347219,342836,337092,329704,320179,308122,293001,274557,253141,228601,201573,173142,144628,117130,92323,70939,53464,39835,29333,21433,15865,11771,8853,6728,5173,4074,3279,2680,2159,1757,1486,1256,1086,945
susceptible{3},360980,360976,360970,360963,360952,360937,360924,360904,360871,360846,360806,360748,360655,360546,360406,360254,360038,359789,359424,358904,358236,357335,356113,354534,352467,349635,345925,341137,335077,327102,316842,303781,287991,268502,246256,220979,192512,164108,135717,108924,85204,64847,48647,35918,26343,19536,14550,10750,8142,6258,4815,3783,3038,2467,2066,1763,1475,1275,1108,983
susceptible{4},360980,360976,360967,360961,360956,360941,360933,360918,360895,360858,360807,360739,360655,360548,360419,360255,359989,359653,359186,358531,357726,356697,355280,353388,350938,347663,343493,337887,330906,321670,310153,295682,278360,257581,233480,206879,178335,149545,121676,96385,74855,56627,42351,31161,22871,16913,12463,9376,7184,5520,4287,3392,2711,2203,1840,1548,1336,1145,1003,883
susceptible{5},360980,360973,360962,360955,360944,360925,360902,360871,360841,360801,360743,360673,360579,360429,360248,360012,359690,359230,358628,357831,356766,355370,353499,350961,347763,343287,337534,330220,320687,308926,294183,275689,254408,229663,202742,173837,144756,117603,92768,71909,54370,40454,29672,21973,16174,12033,9077,6982,5329,4232,3382,2767,2240,1834,1553,1330,1161,1030,908,824
susceptible{6},360980,360977,360973,360961,360955,360950,360943,360929,360903,360878,360844,360804,360733,360637,360513,360367,360166,359888,359497,359010,358345,357467,356297,354731,352740,350101,346612,342033,336018,328269,318276,305864,290676,272256,250089,225516,197994,169348,140721,113416,88953,68239,51390,38246,28174,20798,15406,11525,8708,6596,5093,3955,3138,2537,2106,1755,1487,1270,1108,980
susceptible{7},360980,360976,360966,360958,360948,360924,360909,360888,360838,360776,360709,360624,360509,360361,360160,359925,359564,359131,358509,357660,356535,355009,353001,350550,347220,342665,336895,329500,319754,307712,292349,273869,251897,226987,199120,170763,142160,114706,89939,69360,52432,38812,28610,21040,15471,11646,8813,6687,5160,4007,3173,2572,2093,1736,1452,1258,1087,975,858,775
susceptible{8},360980,360975,360972,360970,360965,360962,360952,360937,360921,360902,360871,360840,360790,360734,360628,360501,360356,360141,359857,359441,358925,358231,357245,356024,354404,352275,349584,345978,341146,334989,326846,316589,303515,287519,268246,245816,220065,191764,163077,134637,107490,84042,63995,47999,35570,26162,19367,14310,10605,8041,6177,4828,3799,3056,2489,2043,1734,1467,1257,1104
susceptible{9},360980,360970,360963,360954,360941,360924,360899,360870,360826,360788,360721,360642,360535,360412,360251,359984,359627,359165,358575,357824,356800,355471,353631,351198,348107,343929,338567,331667,322837,311492,297435,280066,259319,235505,209089,181087,151935,123694,98049,76060,57627,43077,31846,23557,17300,12832,9703,7342,5667,4505,3591,2913,2388,1961,1660,1413,1230,1086,960,870
exposed{0},0,8,11,26,29,38,50,66,88,131,166,216,267,362,493,643,858,1168,1530,2018,2725,3733,4944,6496,8481,11143,14657,19071,24879,31992,40584,50460,61586,73681,85385,96186,104856,110838,112989,111656,106997,99864,91424,81846,72258,63236,54560,46765,39876,33767,28665,24073,20223,16915,14216,11906,9920,8280,6963,5793
exposed{1},0,0,6,12,15,15,24,33,50,68,87,134,169,237,316,419,546,740,972,1327,1775,2400,3102,4180,5495,7442,9811,12823,16695,21773,28089,35588,44783,55266,66784,78896,90580,100792,108719,113238,113627,110781,104903,96953,87578,77982,68492,59252,50930,43462,36965,31240,26285,22056,18575,15592,13022,10874,9111,7610
exposed{2},0,3,7,11,17,27,38,49,62,75,94,121,168,215,273,358,486,643,919,1165,1531,2024,2723,3563,4698,6171,8161,10757,14055,18293,23694,30460,38877,48849,59717,71647,83698,94913,104143,110736,113636,112733,108506,101907,93383,83895,74129,64914,56171,48258,41010,34861,29402,24685,20812,17365,14523,12176,10173,8548
exposed{3},0,4,8,13,21,33,39,50,78,91,107,136,199,277,351,433,559,702,915,1219,1612,2139,2867,3831,5016,6724,8942,11804,15285,19825,25757,33021,41594,51931,63083,75072,87621,98074,106363,111745,113510,111808,107095,99638,90620,81036,71173,62028,53543,45815,38978,32973,27709,23388,19562,16311,13696,11426,9603,8027
exposed{4},0,4,13,16,19,33,34,43,56,80,106,148,196,258,323,423,578,783,1047,1472,1939,2569,3397,4510,5955,7947,10391,13683,17600,22842,29338,37364,46621,57333,69072,80869,92579,102163,108934,112842,112526,109055,102667,94326,85051,75415,66135,57246,49130,41973,35546,30087,25306,21322,17865,14944,12454,10358,8683,7298
exposed{5},0,6,17,22,26,43,56,75,92,113,156,196,243,321,451,588,770,1019,1379,1865,2498,3306,4417,5932,7768,10442,13882,18069,23608,30073,38211,48307,59103,71233,83013,94409,104203,110706,113632,112590,108484,101690,93564,84151,74500,65298,56262,48400,41288,34997,29641,24895,20983,17712,14781,12360,10302,8653,7213,6004
exposed{6},0,3,6,14,19,21,23,29,48,61,82,103,142,192,283,369,484,642,872,1171,1567,2102,2810,3716,4920,6486,8536,11211,14729,19190,24975,31879,40122,49787,61134,72726,84742,95969,104796,111013,113660,112278,107633,100704,92355,82670,72912,63584,54908,47049,40047,33963,28684,24115,20228,17054,14186,11941,9972,8246
exposed{7},0,4,11,16,23,45,47,57,89,126,165,218,279,361,487,615,840,1095,1441,1978,2651,3571,4758,6135,8047,10762,14189,18357,23957,30577,39157,49253,60401,72527,85074,95744,105012,111429,113960,112570,108222,101268,92707,83230,73458,63969,55081,47504,40287,34215,28958,24316,20383,17147,14353,11982,10008,8359,7004,5806
exposed{8},0,4,7,8,11,13,18,31,39,52,74,93,122,150,216,295,374,511,677,925,1239,1656,2242,2956,3897,5217,6792,8859,11690,15264,19957,25844,33085,42055,51956,63280,75590,87922,98581,106933,112580,113961,111848,106903,99102,89993,80444,70603,61416,53036,45428,38585,32808,27794,23392,19741,16494,13820,11573,9617
exposed{9},0,9,16,21,29,42,57,73,101,121,167,208,280,339,429,601,814,1082,1440,1880,2505,3300,4411,5888,7659,10100,13266,17206,22162,28672,36451,45772,56629,68322,80269,91520,101477,108969,113307,113125,109801,103565,95426,86142,76506,66894,57900,49800,42328,35910,30430,25697,21558,17993,15048,12606,10549,8796,7253,6065
detected{0},0,0,1,2,4,4,5,7,10,10,13,19,33,41,59,72,103,141,191,264,363,489,655,883,1145,1546,2077,2748,3590,4685,6110,7888,10176,12990,16511,20422,24804,29784,35046,40346,45432,50177,54090,57263,59750,61442,62414,62548,61963,60762,59227,57274,55088,52683,50116,47464,44685,41863,39000,36459
detected{1},0,0,0,0,2,1,2,3,4,7,14,16,18,27,44,52,61,86,121,171,226,293,389,537,739,1005,1337,1783,2400,3161,4132,5373,7005,9085,11619,14605,18162,22128,26831,31829,36853,42095,46751,51270,54830,57946,59883,61309,62049,61829,61066,59880,57942,55819,53446,50975,48434,45612,42832,40091
detected{2},0,0,0,1,1,3,4,6,9,10,15,17,25,28,39,54,72,88,114,155,203,280,362,493,659,865,1143,1504,2005,2641,3468,4604,5927,7664,9876,12652,15969,19855,24031,28775,33847,39192,44370,49085,53171,56581,59201,61102,61901,62021,61762,60697,59130,57156,54940,52490,49921,47201,44568,41967
detected{3},0,0,0,1,1,3,6,6,9,13,15,24,29,38,51,65,89,106,133,169,218,299,391,543,688,932,1207,1606,2154,2804,3751,4917,6402,8316,10622,13471,17145,21217,25807,30618,35935,41162,45895,50295,54401,57509,59925,61567,62095,62201,61628,60458,58622,56537,54133,51887,49155,46451,43908,41274
detected{4},0,0,0,0,0,2,2,4,6,9,12,21,28,35,48,56,72,106,127,181,247,360,478,591,780,1045,1376,1819,2453,3195,4259,5597,7390,9562,12198,15418,19162,23439,28361,33440,38601,43541,48191,52373,55971,58421,60587,61724,62058,61847,60941,59496,57565,55322,52775,50267,47597,44860,42279,39610
detected{5},0,0,0,0,0,1,2,4,5,6,8,14,22,33,46,67,96,134,184,262,347,470,654,847,1121,1423,1936,2583,3400,4487,5803,7477,9651,12401,15715,19558,23908,28796,33937,39182,44083,48825,53037,56534,59321,61179,62051,62217,61793,60676,59276,57310,55035,52581,50044,47343,44536,41760,39146,36736
detected{6},0,0,0,0,0,1,2,2,2,3,7,11,18,21,33,44,53,89,113,171,215,284,389,504,677,917,1189,1585,2028,2697,3517,4621,6070,7966,10215,12980,16458,20069,24538,29436,34748,40039,44975,49689,53617,57030,59603,61069,61901,61752,61523,60424,58710,56829,54707,52322,49734,47117,44319,41458
detected{7},0,0,0,1,3,4,4,5,11,18,30,37,51,62,76,96,122,155,186,265,367,498,685,923,1201,1589,2042,2705,3569,4677,5992,7803,10120,12897,16069,19883,24346,29298,34443,39667,44683,49222,53307,56621,59120,60776,61645,61676,61068,59897,58367,56491,54150,51854,49241,46608,43927,41294,38642,36127
detected{8},0,0,0,0,0,0,1,2,3,7,7,6,12,18,31,42,53,68,93,119,174,219,294,392,520,704,933,1246,1635,2116,2857,3722,4871,6349,8283,10679,13605,17197,21176,25586,30528,35836,41013,45707,50266,54302,57463,59961,61391,62160,62181,61629,60505,58700,56580,54337,51801,49243,46614,43913
detected{9},0,0,0,1,3,3,3,7,10,15,18,25,25,38,49,69,94,120,175,238,317,440,597,787,1082,1391,1798,2404,3135,4146,5400,7092,9127,11647,14617,18408,22597,27357,32441,37687,42906,47728,52040,55540,58597,60518,61656,62142,61973,60932,59522,57544,55294,52876,50446,47746,45014,42251,39700,37145
infected{0},4,4,9,13,16,18,26,34,41,47,61,91,139,188,238,331,452,597,812,1094,1472,1903,2486,3339,4410,5923,7810,10288,13530,17744,22858,29275,37207,46400,57372,69340,82464,95810,108755,120784,131324,139842,145688,149741,151566,151323,149606,146403,142006,136601,130863,124754,118460,111866,105247,98758,92435,86230,80039,74528
infected{1},4,4,5,4,5,6,9,15,22,37,52,61,85,120,154,202,271,364,510,665,896,1183,1603,2136,2904,3848,5132,6763,8858,11672,15222,19825,25616,32970,41430,51459,62921,75413,88427,101538,114119,125219,134606,141963,147137,149909,150624,149809,147364,143547,138791,133486,127255,120911,114451,107716,101220,94602,88319,82292
infected{2},4,3,4,7,10,12,16,21,26,33,47,66,84,105,139,189,255,349,434,577,764,1034,1393,1861,2473,3285,4281,5684,7590,9946,13048,17052,22020,28333,35999,45101,55783,67533,80234,93523,106670,119015,129721,138079,144544,148909,151002,151023,149245,146338,142154,137092,131584,125486,118954,112458,105789,99127,92791,86530
infected{3},4,4,6,8,10,10,17,25,30,40,61,84,104,121,176,231,295,371,488,659,878,1166,1532,2007,2701,3567,4705,6150,8111,10788,14054,18385,23755,30575,38741,48264,59529,71782,84981,98198,111193,122723,132539,140555,146342,149706,151295,150957,148640,145133,140768,135589,129594,123265,116701,110365,103553,97056,90872,84900
infected{4},4,4,4,7,9,9,16,19,27,39,55,78,106,143,192,237,324,417,577,744,1008,1306,1753,2350,3117,4060,5386,7125,9470,12494,16230,21062,27014,34341,43287,53833,65508,78387,91967,104609,116640,127483,136547,143726,148452,150643,151096,149638,146932,143041,138095,132541,126336,119829,113225,106583,100077,93618,87388,81271
infected{5},4,5,5,6,13,15,23,29,38,53,61,81,116,176,209,286,399,562,752,976,1297,1758,2338,3138,4206,5563,7343,9708,12757,16754,21617,27864,35609,44729,55530,67623,80327,93528,106564,118719,129387,138359,144709,149107,151350,151279,149725,146552,142424,137391,131673,125583,119099,112456,106107,99643,93159,86713,80807,75297
infected{6},4,3,4,6,5,8,13,19,25,32,41,56,84,118,138,186,252,349,474,617,820,1089,1435,1939,2540,3359,4456,5896,7794,10303,13467,17560,22760,29223,37218,46526,57460,69293,82494,95629,108626,120553,130901,139257,145268,149304,151095,150814,149015,145653,141572,136384,130483,124241,117819,111148,104631,98058,91668,85400
infected{7},4,4,7,9,12,13,22,33,49,71,88,110,148,195,244,326,437,570,784,1006,1357,1823,2439,3256,4349,5753,7517,9998,13128,17286,22334,28534,36571,45833,56606,68822,81474,94656,107949,120009,130304,138877,145173,149208,151023,150918,149326,145919,141692,136652,130946,124649,118092,111437,104750,98396,92020,85881,79949,74389
infected{8},4,3,2,2,4,5,10,11,19,23,28,38,57,77,111,155,211,270,363,486,654,865,1163,1537,2053,2646,3508,4686,6194,8158,10787,14041,18496,23681,30655,38732,48474,59704,71983,85265,98477,111399,123166,132924,140914,146626,150138,151441,150932,148451,145007,140469,135171,129222,122882,116432,109858,103429,96964,90761
infected{9},4,5,5,9,14,16,23,33,46,58,74,98,118,165,222,292,410,552,729,961,1253,1675,2228,2955,3982,5293,6936,9198,12125,15714,20387,26375,33677,42389,52621,64245,77146,90508,103430,116019,126946,136138,143151,148009,150478,151364,150216,147545,143692,138769,133107,126934,120609,114053,107326,100804,94298,87966,82098,76259
asymptomatic{0},4,4,6,7,7,7,7,11,14,17,16,22,39,55,69,103,146,196,257,322,443,612,798,1058,1394,1861,2420,3232,4246,5584,7133,9095,11524,14357,17684,21396,25485,29737,33765,37482,40726,43500,45321,46825,47469,47489,46906,45927,44645,42946,41122,39267,37331,35285,33316,31295,29334,27480,25571,23849
asymptomatic{1},4,4,4,3,3,3,4,4,7,11,13,15,28,44,62,80,100,133,177,224,299,387,508,681,927,1200,1595,2135,2775,3657,4745,6149,7888,10145,12855,16146,19841,23855,27848,31912,35886,39405,42261,44520,46220,47180,47337,47165,46353,45194,43637,41941,40065,38057,36161,34080,32005,29977,28064,26198
asymptomatic{2},4,3,3,3,3,2,4,5,6,10,13,15,21,29,40,55,77,105,131,177,232,324,441,574,741,999,1308,1738,2327,3060,4047,5271,6838,8724,11148,14062,17387,21094,25070,29372,33463,37253,40729,43284,45324,46703,47355,47371,46810,45987,44757,43187,41527,39748,37756,35797,33681,31707,29650,27666
asymptomatic{3},4,4,4,4,4,3,4,6,6,8,14,17,26,25,40,57,65,95,137,207,279,366,461,615,833,1139,1477,1948,2583,3470,4462,5878,7587,9671,12235,15163,18807,22530,26628,30779,34757,38386,41473,44027,45775,46965,47479,47409,46715,45641,44249,42652,40767,38881,36966,34905,32833,30863,28888,27033
asymptomatic{4},4,4,4,4,4,5,7,5,7,10,12,18,26,41,57,78,104,129,183,237,333,422,555,743,987,1298,1718,2290,3027,3926,5068,6548,8316,10627,13523,16707,20354,24263,28438,32321,36157,39714,42547,44823,46271,47051,47277,46843,46140,45020,43586,41948,40101,38142,36165,34021,31977,30044,28016,26131
